month,count,mean,std,min,10%,20%,30%,33.3%,40%,50%,60%,66.6%,70%,80%,90%,max
1,18.0,6.503217606306418,3.062209453980176,1.7579822146317758,3.505927739876239,4.275301895950388,5.035872353351894,5.367496911430569,5.701272670639426,6.309965439751078,6.481125956146161,6.880393816353178,6.963157758985435,7.225511953910361,11.354402800318084,13.766714435921205
2,18.0,7.444284111583749,3.5772341057879253,2.927939269621524,4.422677375680233,5.255080619618473,5.609422549891524,5.733990965586047,6.008583859180012,6.438155305757497,7.3433724423620745,7.492774839508348,7.588158717505661,8.729699521698286,12.02681619616561,16.30766117308979
3,18.0,7.59966942118224,3.6964096612578796,1.6416781502773647,3.4773721660988413,3.7408315781756487,5.318189552657182,5.536613233256441,6.303421559342264,7.232370628797193,9.375484902861984,9.482664338175287,9.60946563010829,10.573409406716516,12.274752056657345,14.393329428592837
4,18.0,8.421274530138614,3.9270692944472545,2.407615346072646,4.211868734687708,5.0542243889475955,6.117133179979961,6.327808228906411,6.8444067423166635,7.875330533521435,8.673489843688206,10.090034761740881,10.115512353161986,11.656546032821288,14.551786073629277,15.175893118344543
5,18.0,4.696163707561476,2.431573753379831,0.5666088021053628,0.8232539141079118,3.1171524258295196,3.7335647421832565,3.8788270028979497,4.305314308716351,4.565294302753092,5.187730550970061,5.741809597922076,6.382467132829787,7.187412250803323,7.869526608033373,7.892574716041027
6,18.0,5.676314808723129,3.0876210007794946,1.7365888134830996,2.8145645253428806,3.2127774028783938,4.139564155673853,4.17821798691041,4.295745713088943,5.044823156369015,6.148066663240954,6.391269722218481,6.616658588888992,6.839486087352595,8.823588419144457,14.44952407056496
7,18.0,3.683864754258541,1.7991354634744068,0.9072562869062465,1.3740224018973337,1.550293317120372,2.1597765302764165,2.3990184733463593,3.638562588340575,4.434146765515076,4.605875339816421,4.718083381410036,4.891402103220272,5.111666937361962,5.561453636827817,6.379904770560128
8,18.0,3.8669113529425037,2.545720295455361,0.8446003312585442,1.3867553817000722,1.7503844214062767,2.293098712868706,2.364770765331315,2.7478418311820323,2.9413413292057307,3.33430265670605,3.8284253679091904,4.095937942405064,6.916252952549168,7.515015475889463,8.976695722743091
9,18.0,3.370467750527426,3.2808192816149244,0.3918442380797832,1.0940121329820054,1.2674065957877045,1.5126246633987344,1.600990936085016,1.8448752280498686,2.1251420291226184,3.01330397952207,3.55111945294654,3.631830955963555,3.9304350533479346,6.728590762398178,13.193007504682294
10,18.0,3.7435852990779868,1.8369758471188382,0.9903942124284515,1.4889128250559847,2.2202350343646176,2.649870393226096,2.666958315667217,2.8092670033580154,3.3680393636022012,4.252240799001965,4.959379092585359,5.066036977866704,5.398294399078478,5.728006130237242,7.341672735770817
11,18.0,4.8821123885330655,2.46163839368012,0.6034488500598414,2.2294285290423086,2.9348681077404026,3.326566551454809,3.4067606746812897,4.232023740885398,4.701760876967198,5.444153988852612,5.709569144338066,6.1421707275197015,6.296189411602329,8.275418581467054,9.595174183519777
12,18.0,9.220740825955906,3.78609368470391,4.246159040542998,5.23920487136334,5.63910137532082,6.5109165713182735,6.982555156366661,7.274470321785628,8.318273012519546,10.682652029266686,11.310438494893408,11.379331377470393,12.066705005583103,13.668509743874596,17.917574193794568
