month,day,count,mean,std,min,10%,20%,30%,33.3%,40%,50%,60%,66.6%,70%,80%,90%,max
1,1,17.0,349.91368860773196,316.1119365976457,28.613887697606774,53.70548472150519,81.69252491527061,117.081522789393,129.62738528761923,139.14686754700676,288.5601115921537,306.8156196996049,429.4217369159055,493.39961162714775,695.4981396741948,819.1050167581058,942.6687183377387
1,2,17.0,359.8195718375537,330.3252112402486,28.328034102449582,45.72409367855839,80.98856428772802,117.88569922149998,130.19908156107596,139.3614154427517,297.7127555091923,321.3485354295073,434.69931643006475,501.1236986160902,712.695444315454,817.1398901004918,1045.3150712063414
1,3,17.0,363.4878168732695,334.2535947210553,28.478467916000174,40.6794264317432,80.94069562161391,117.81164877547761,130.48080142840882,140.07273513587876,299.1365895304064,328.59216370386713,440.3827346164181,509.9073466051972,720.93453839558,820.534068091958,1057.8771935683792
1,4,17.0,372.0262536635408,343.9299336418774,31.19159852738715,39.36568000717445,80.02586815214248,117.00107300935633,129.92814035134248,140.45834639835584,294.7330763693328,350.24227390706886,457.41777407521465,521.2904976672336,732.0648903109234,840.4133189644783,1079.2331960538543
1,5,17.0,374.90142288134876,346.87450618575315,32.25070212734884,39.66305190317267,80.41948883820514,117.45404069234972,130.52415673275334,141.18673692186263,294.3800858193228,358.9517458483085,464.25871322139585,523.9162466656359,734.1247648662962,844.1805878090456,1091.8691211453768
1,6,17.0,379.53874210505046,353.1165930872617,31.955536302745916,39.7268906327912,80.79851696788327,118.76968434643786,132.2323992178665,143.07207907740394,297.0413443013011,376.4723467120863,476.40177057879,517.2700355940217,731.2733008163588,877.3841369845829,1093.3363569786372
1,7,17.0,381.16655789160905,355.08363615605725,32.02834950861762,37.47420188410423,80.99863286244256,119.14627773615177,133.08697104346624,145.2356886004225,299.6814976740046,385.4656974690206,481.2759105390552,516.8228938520629,729.7553900076502,880.9289089118231,1097.2243965234914
1,8,17.0,384.7017921369792,358.3424867195874,32.04471673417711,37.46886777873365,80.98799567607941,119.10054559277258,132.84580379454337,144.43601464496749,298.9788920993482,383.5431248901602,498.2693915882957,547.0042065177402,715.7941155105935,889.0060589881691,1100.3500561198498
1,9,17.0,389.4191510871824,359.98438177092993,30.92214347445818,37.94974593330463,80.8723000453672,132.38668564681703,143.96992496522404,149.95002542643888,299.0573891903054,381.0725541188283,508.1411417380089,559.8490551341071,709.8397020323252,923.9381915050369,1089.2722681562045
1,10,17.0,390.96796736411534,361.8081001427186,18.773130537117986,36.37331941134779,80.82291789998143,133.36255199400549,145.02928937396604,156.32326857477247,300.06544321842125,379.2066844909997,510.32813915167037,565.6446715087885,705.305142005119,939.874667485838,1085.818061775369
1,11,17.0,391.95261633728035,358.3813186493622,19.414961756793776,36.13741434513837,79.6863580508025,133.66787362726137,146.21711256028362,166.40614973497887,302.3833847521177,376.9497567143459,529.7448681448725,589.2433598614357,701.3517191369222,940.3804815154415,1057.5531147728561
1,12,17.0,393.3509012853464,358.3648971345259,19.34817623452854,36.528290398485495,82.1080533164805,133.74529252476123,146.4857627797776,170.7312473304474,298.2839606132742,383.94847420977317,535.2520338696991,591.7599487686327,689.6445020416862,944.6314987786918,1062.9312016621407
1,13,17.0,397.1318494477026,361.0991681693707,19.37150665891463,36.397069389406184,82.4486086886841,133.7246019087023,145.42050965942238,169.25080011160048,289.4073014765152,387.2409346999679,559.5630712833315,627.039771714853,697.406754773465,941.5611346040735,1064.9171707229273
1,14,17.0,401.42580236414466,366.3832567180687,19.599566057392735,35.88439137111916,83.3097563900914,132.53221832688376,143.97867639316397,171.2974741822349,289.3899302423958,386.4429930112791,563.0929329024086,632.708235672883,701.6281145557791,972.8012154273749,1067.6406150047444
1,15,17.0,406.36306323101667,374.3550925870851,19.60405293398716,35.152767880808696,84.30736860902222,126.04385611984385,137.03601103624507,169.4156810165814,289.39786555458255,388.5614252960439,564.6363849377452,636.5402764928534,705.137903563208,1018.6523274814269,1066.4403104003723
1,16,17.0,405.09044577595114,374.54248977339716,19.580601410071438,35.28892461960038,81.78869596248298,121.54165732169265,131.41204945404354,166.6962760270775,289.5831477852875,385.9386658123936,562.9533106358925,636.4134655140701,702.9258163995789,1015.3119484985198,1069.8372956936266
1,17,17.0,400.7781305371072,370.2376049955893,27.637029835947256,35.784180136690175,73.38619246647708,118.20367069092045,128.18416551500638,167.38003505314487,289.2454829379914,375.3422652583015,557.6009787717197,637.8951270892196,680.7434691311358,1019.0757454028894,1039.665183730207
1,18,17.0,402.82017284854237,376.84978792479,26.14567547533223,35.7662261968766,75.72755358876246,115.14882653221768,123.76495716412208,163.357744162521,288.05628518848187,372.9688581565843,557.956966812184,633.9947656027243,683.5584203918875,1031.0639098004972,1074.6812839638308
1,19,17.0,405.735069923881,379.6938627599384,26.114622636199105,35.16655704897394,78.46474632011875,115.06226394951784,123.60302261052155,163.54363357577336,290.28712447017773,377.84702837123916,558.4189073721582,631.3974241809907,697.7790902656177,1036.8495799411426,1081.715782328766
1,20,17.0,407.71324200526965,383.10293720596536,26.45526298541673,34.9835721620185,80.51964996232752,114.90580035604404,123.31226888138255,164.00203940980475,281.40608804663174,377.4456990144006,554.1454755939258,629.3929267933069,702.6514910903219,1047.3455004291027,1086.6988435718526
1,21,17.0,410.61855202843896,386.99977224490624,26.733266286072787,35.348449512464285,81.1457555724752,114.62731706927414,122.96997027365572,164.89004982456214,281.97486306982375,376.9442186826082,551.9653065137024,626.1945261645066,720.2710998854471,1054.8087024203762,1103.931498926422
