month,count,mean,std,min,10%,20%,30%,33.3%,40%,50%,60%,66.6%,70%,80%,90%,max
1,18.0,12.070320827742044,8.015891336619935,1.4741499755360343,3.3947367827739083,5.461662922257228,7.853806139941822,7.9355545523210305,8.444080517875117,8.578224707399617,12.789095310815062,17.165748282091087,17.42152614049619,19.205490948938355,20.4865476490735,30.685563773109262
2,18.0,10.922015666406764,7.386558529583393,1.9978045544953063,3.501537960728543,4.894182317337451,5.591233155586841,6.004814178548451,6.75605763680926,9.220735746979534,11.87295992207026,13.255976836288724,14.715271259206332,15.745682002151266,20.851186110527436,28.431896079592974
3,18.0,11.308855165910071,11.453511716466418,1.8542623712446598,5.202549604494023,6.48816798582228,7.282413643151857,7.642327703303943,7.868477370099353,8.69291813750652,9.684601585725936,11.15322469493005,11.323487843787596,12.349764248145448,13.431397321622189,55.23429555716385
4,18.0,9.737742027356461,4.6835720323046965,2.2812212026788448,4.9521753824130545,6.30607196959647,7.394843710127986,7.638285944373595,7.935988236871891,8.656488696311342,9.237616472460523,10.587358063272177,11.41390576258434,13.072236832026448,16.105247384821112,20.63617253139947
5,18.0,7.188857982057621,5.346909210806563,0.951616930628463,2.110908181813186,2.6899936926860066,2.9712997370837546,3.649145203155369,4.4874290458996695,6.053901522677085,6.692948243841558,8.96246453778988,10.190860269726747,11.041234072104631,13.508454912666632,19.702228765288606
6,18.0,5.4537460182975845,4.52185436614844,0.8082135570538931,1.5978820446236932,1.9460906242052136,2.7792604528896807,2.8398164750594432,3.153951992048932,4.063047831442521,5.427162120741542,6.622993169117228,6.693323466582312,8.323182570439572,9.385843059240848,19.494331022049003
7,18.0,3.5839835926881847,2.7169536923341266,0.8383279747913364,1.141633076456058,1.3753450643028367,1.4377539798028172,1.5904615582981538,1.7957485228148031,1.9604675613514073,4.482161311506265,4.9898428685759395,5.115796636379487,6.012022873433111,6.788398135713669,10.008773164227106
8,18.0,3.3708161306427993,1.883037732743797,1.440751209732211,1.664764641442067,1.7814650329420645,2.3937268645407634,2.6546187016042024,2.8549356831896304,2.9310418800889897,3.0640684602439583,3.2026213797016636,3.349055014921902,3.814208354571483,6.768116493529829,7.792463033286396
9,18.0,5.976782026441338,3.8479488578484635,0.4386726816761808,1.5541911276947435,3.179854151164628,3.269474041378559,3.33815143952307,3.752668324836952,5.364173114173102,6.140135270038495,7.7817095828256,8.865551000792312,10.129673749052317,10.704372569617963,13.259287835941535
10,18.0,8.57967722928808,4.152795961339253,1.911404016453164,3.096756879018434,5.052390389855363,6.26622440059107,6.367428044223511,6.740255373127362,8.62846406881569,9.735051601040608,10.636655856785724,11.136396249375307,12.782372730145461,13.693116050018418,15.145879027479204
11,18.0,11.753026432457197,4.336687120111201,4.367135272462783,6.967373918759592,7.6054075866068676,9.185610411736242,9.703246904278004,10.15109249065769,11.430574350845326,12.734554633663272,13.705528653136987,14.076351819497457,14.867664040439777,18.333929153166736,18.939483580427954
12,18.0,13.914690282035956,6.760442872870484,4.376115352962872,7.071937614774134,9.046605396544841,9.654022862221101,10.0186351498642,10.587539981898688,12.292044422699895,13.863844925395997,14.512894279115601,14.768225240903652,21.00791310739013,24.725591908781354,25.56839813939719
