month,day,count,mean,std,min,10%,20%,30%,33.3%,40%,50%,60%,66.6%,70%,80%,90%,max
1,1,17.0,268.9859767698772,176.59623379815474,63.83319824306031,80.79361844527682,103.50835556280364,176.20535336638252,191.69850993136495,208.30814952136893,255.7699739233892,277.9685519993896,287.13480606646294,289.09031863019385,364.47836315920927,530.5699909174657,671.4772979479197
1,2,17.0,270.12659354066807,177.81903264923258,63.68295570265756,82.09095876313127,110.92208113496376,181.7343105986991,192.2691780864917,206.59745015758358,227.5522375412689,267.20035906420645,278.93810052732067,287.12575137966184,396.2816421841823,524.3104512897598,687.3511342869936
1,3,17.0,266.1031886623367,184.54287532369125,63.73334997108498,81.30493287537907,108.03330983777877,158.05186467490438,168.1344535229938,181.98313562968104,211.05010067389279,271.4802006097844,277.6054911524069,286.0285018643589,409.95222852628615,518.1585520324938,716.209315335454
1,4,17.0,271.33382420161706,186.80384739001872,64.63367457025186,74.04404374017528,116.18119346984291,158.8445467580251,166.9041517752779,177.97474475410158,259.0383862317192,268.80267416685246,288.9810140368098,308.25562772466617,420.1042814513516,502.31095290764995,742.7006405288492
1,5,17.0,277.4563615989082,187.96935911025815,66.54548314111176,73.87413712127038,124.6991385559927,169.13175803070166,180.2621264603875,197.06617691562928,255.69272542804455,267.56404883697894,301.9706062652846,323.27562633276517,420.388500281376,504.2739492087736,763.7302293382762
1,6,17.0,282.85701558644956,183.51371011518557,70.59248500439617,91.00164268626389,125.09393524188874,165.49465373931523,179.94255419213388,212.42830713368272,251.19573113329173,277.36576827255385,313.07181163298344,333.3565024375564,422.5235973161914,513.906288614495,736.972398012894
1,7,17.0,269.5138602781855,149.5515129428965,64.35746641697693,98.10942703297862,123.40179055035202,163.32061793303689,193.56702350176198,246.16517604528127,267.0012430248646,275.1220071805762,285.754743379279,304.6218837745409,423.85509387535916,480.83350738661557,534.655956114554
1,8,17.0,269.21074594671666,148.6302691395823,68.14006478092378,84.73057456398969,123.09041783677424,164.96009924716714,193.83969133102434,240.70519447586545,264.3006089750097,276.8250713118631,332.53444215425884,359.5159199191663,428.33838454683433,456.86564148343234,537.6509880957641
1,9,17.0,265.0299722957744,148.2790661240278,54.16677069089529,69.52801037201029,118.96827640248452,167.35058958946863,196.41356682890654,239.62172370375282,257.60410726440995,291.3654680814256,329.9287359318294,354.30157285785396,413.95093666026156,446.4909447687108,525.7411489004304
1,10,17.0,266.6027929889465,154.43241364421607,58.69374395598903,68.18348242287499,104.86206035239327,158.0902691955838,180.3309032112194,220.9099005636131,260.4926406002284,315.12683922818593,342.95264770378446,352.3311137326213,422.0937683876752,467.9381833449941,515.365375855719
1,11,17.0,264.87055468615415,155.27186524113338,61.078904291866195,68.08239321918163,105.76266597767679,157.8840930619695,175.02221345242143,214.38922459233925,246.18850324721635,308.62604761158354,346.2005638983159,352.9713740150534,420.10432306098335,466.40413518242985,532.0328154453555
1,12,17.0,260.7476665554691,157.06082903896643,61.53289679543286,68.22473445356462,95.08583610289216,159.09507770907788,173.08954489136298,210.69025197517533,235.10373677252895,272.1033399449066,324.6092962095838,352.5652975737545,422.0669373834576,462.66055389583744,549.7985820008373
1,13,17.0,256.98379772770875,159.7359713393392,61.65963965145688,70.00509761530445,96.51915258959761,156.6055096762221,169.76714195008864,195.16756702088165,217.3970511658441,261.5697664277567,309.4802298665673,340.5542866502461,420.9557553430883,471.12849034647314,553.0035067191164
1,14,17.0,250.20397834859,160.67634331779118,61.67332706891267,73.79914523192548,94.71210662239613,153.26651362797753,163.5277863619424,182.89245768309576,199.92980234491176,236.73038996033782,302.72779888569687,334.7689036531798,415.1263547681948,472.39177623665944,553.1506630933036
1,15,17.0,252.75505379247105,159.31879471920405,61.70365554268938,85.25374868498292,108.02907034134012,151.07333644323955,162.2568916991102,181.02549198219583,193.9598408547104,234.7984553466478,310.3477315912907,347.6972493180832,412.118280103555,474.96571961877373,554.0329617927439
1,16,17.0,257.3080345444031,157.38045614312347,63.289708353015214,94.94414952318763,114.86301642992166,161.4874709540938,175.258845055559,187.6503419907575,196.97877920632635,234.198448529254,322.3604537671463,368.69404914337633,408.89059016337586,469.6925905990621,551.8939437914901
1,17,17.0,267.4991542748443,170.05234054238218,74.10696800704675,103.52673395894729,123.08688260967882,142.77986541792671,148.6991022356803,165.12769491972603,203.90281205521245,249.64031687023513,324.92980091657375,372.8940925171069,422.12214734568676,537.351431829427,559.4292865705274
1,18,17.0,269.652875179621,170.30851413995285,80.06283372024494,103.57299414749879,125.225544763311,138.74840693942758,140.74059570657266,160.53242038218147,215.0531894850022,260.41708695563966,333.2878322821557,375.34542659160076,415.16687307192154,537.5710195610455,570.335522353642
1,19,17.0,269.95206288460946,169.28895173538598,80.71965534058357,102.1266919800895,118.4845324329964,143.5588361880825,151.233862220184,171.9680969541081,215.2915816266385,270.71210071946166,312.29656935435764,342.11326434222565,432.70984901275585,537.7338289836387,563.6305065727225
1,20,17.0,272.5866825924201,165.58969623525664,86.65058170616513,112.59429922121748,115.49093404053822,152.2036831797707,166.05257063025462,181.75946411126702,217.6697495740292,279.8813276587157,306.45615609794527,328.20738737906686,448.74915678644953,535.5186891742035,549.7043631170762
1,21,17.0,277.364554070605,161.91416578248968,93.23950801361023,107.62725250670243,117.60592396814071,154.2632321469362,172.15063273690973,203.77223012106296,248.57049460624646,293.62623274812563,328.0867837859795,336.98470813887207,442.7992269154641,538.620025228014,542.9750512530665
