time,year,month,precipitationCal,anomaly,percent,category
2019-08-31 00:00:00,2019,8,0.4535702221319991,-1.6095060597669475,21.985140642231272,Well below
2019-09-30 00:00:00,2019,9,3.334828914788283,1.0365614256761178,145.10186175398357,Well above
2019-10-31 00:00:00,2019,10,5.249641678116269,0.8132596884594401,118.33159746738464,Above
2019-11-30 00:00:00,2019,11,8.154182311431644,2.7652509539438412,151.3135308376416,Well above
2019-12-31 00:00:00,2019,12,12.51036369975385,5.548811691443153,179.70653217585655,Well above
2020-01-31 00:00:00,2020,1,3.180283771988056,-3.5954320493619205,46.93649875290112,Well below
