month,day,count,mean,std,min,10%,20%,30%,33.3%,40%,50%,60%,66.6%,70%,80%,90%,max
2,7,17.0,414.18934618258817,200.14731034288891,146.53756424000034,231.48391636399984,253.49348997600026,299.83654255199986,316.0081589262879,342.63558905959997,367.92358628999943,372.26207600840036,387.01520226471996,406.95035102399976,631.4132528320002,740.7852496972,788.4317184699989
2,8,17.0,416.26639992317644,201.49764802579443,148.69043782000034,228.51098562699983,252.93996760400026,310.9930622119998,320.3839368206879,340.32563683959995,348.82550358999947,373.9862252004003,393.7953878991199,416.80160117199966,635.8880260600004,739.3369475172001,789.8126406699989
2,9,17.0,415.37352838847056,200.20467229843612,150.10756032000035,220.09008660699982,251.98897626700014,318.4241476630002,322.3497575690083,335.7053913756,349.35929968999943,376.9360193464003,389.28189192831985,415.4473425079996,637.8493689160002,726.1251069372001,790.7247901699989
2,10,17.0,418.169838659294,202.2752015686122,155.60777032000036,215.8306717058001,258.5190709485998,322.29138146780014,324.9980497016323,335.55395184400004,349.51670166999946,377.9775044880003,398.6860523963199,428.55292760799966,639.5818248160002,725.1872265172001,808.8436546699988
2,11,17.0,419.81484766223514,205.48681461931238,133.8965469219999,209.96961594500033,266.4152866287999,333.2286117951998,340.1417532751997,348.1220032279996,352.7047850400003,375.5245454600003,399.49392175471985,431.06058283399966,638.7483243460002,731.5490847012001,818.4931164699988
2,12,17.0,419.4087670404705,205.80570024434013,98.62902562199992,217.2855146290003,266.11272298279994,341.12922966919984,347.61869487071965,351.3296884039995,356.4298850400003,377.5855674640003,401.78818448303986,431.86172163399965,638.4815869940003,724.3743598212001,824.0611478699988
2,13,17.0,418.4400396363529,200.2603743940957,97.74055692199991,231.0592505690003,260.30758420279994,336.7007270211996,344.4359143430397,350.10019837400006,362.41551016999966,378.50697353800035,405.1255513802399,433.4743786339996,637.6140834660004,709.8161630012,822.1899895699988
2,14,17.0,412.92439145252933,196.2972990100122,98.4249310519999,235.56496822900027,257.74188214559973,306.9813728888002,326.03893160883234,350.6295406520001,368.4087752699997,383.8699524660003,409.03996064823986,433.8372499539996,631.5368663403999,682.6221560100003,820.9726879699989
2,15,17.0,408.5486494068235,192.3634317167929,100.1852805419999,230.43563508500029,252.25899914999954,306.2450698188003,325.3690546904324,348.27723445200013,370.6202248500002,390.9045866640001,412.1640564505599,434.6927203539996,598.9271167403999,667.1358830660001,821.137461669999
2,16,17.0,401.9024883609411,184.80858041162875,100.19177156199991,227.08255116900028,254.96000329999956,309.6084555368003,324.6875769131524,339.87531065200017,370.49836195000023,390.4998647860001,420.4281981898398,443.21972580799957,544.2977957943999,659.3427852200002,798.528094569999
2,17,17.0,397.98698840682346,179.81569357587264,100.41666301199992,225.99161208900028,249.85463433199976,315.3369248199997,327.25175592028796,331.7286658856003,357.0153271699998,393.5159440720003,436.34721314783985,460.4816756879996,525.9508987144,651.3895549000001,775.988928369999
2,18,17.0,396.9028217138824,179.03330031427922,101.02798721199991,223.4387426810003,248.06262348599978,304.6999771739997,311.51342251228795,328.9986245656004,352.7759228699998,388.96038725000034,460.4643486845599,490.08453012799964,519.8237662743999,646.2557469400001,767.7369574699991
2,19,17.0,399.69265825211767,174.26698464977954,109.07875623199992,225.02216665900028,267.8287540859998,308.9160880939997,314.204450661088,335.8943111936004,358.0253434699998,385.2574185020004,453.09338994680024,484.3962146419999,520.2843863163998,638.78132458,762.1905574699991
2,20,17.0,403.56138154858814,165.8225403267343,116.41741323199993,225.98656581900028,311.4531200499998,330.2891903459996,339.64017803967977,351.7778957480002,360.3928427160004,387.60913920200016,426.2258025002402,454.30509204199984,531.8976256923999,614.2819734800003,758.5293697699991
2,21,17.0,408.4401551224705,166.34925453940494,116.72212939799994,223.7176065230003,319.8805419299998,342.3640377220002,351.14118852488025,360.9659882979999,373.2720297160004,394.1288347620002,416.83279775144024,443.84207608199983,545.4082320283999,612.5110011280003,766.5276413699991
2,22,17.0,415.47313055952935,167.15784576733134,116.63075910799994,223.2828353630003,328.3570598099998,339.86997480200023,350.4767328464803,376.135911418,396.4300652700004,403.94272936640004,420.41924230047994,443.95649361799985,554.7230019860002,625.0819958797999,767.055246369999
2,23,17.0,420.49574976976464,168.0609306078038,117.04867044799994,221.30556092300031,334.24426090199984,338.3672943420002,349.3341392528803,382.3763280179999,401.1318071700004,423.4798291719999,430.80861813184026,445.48624563600015,570.6742182784,632.7220421900003,760.3959420699991
2,24,17.0,424.26926334388236,167.88903222850158,117.78811684799994,222.5783220750003,334.2242315419998,341.3314456220002,351.02963256248034,386.19654665400026,418.31447167999954,429.6988736479999,434.7493827619203,448.77839492400017,568.9266234784,648.3977980080003,750.7046048699991
2,25,17.0,426.3933726544706,165.8752240452172,122.78483864799995,224.99514287100033,330.91214547999994,353.0535873279999,359.7035253701599,381.93219428600025,430.05466697999987,437.28840993800003,440.3899976378401,451.1673843939999,570.8426141163999,657.3960609880003,727.5232519699991
2,26,17.0,431.37272697505887,165.73115732428613,123.32393201799995,226.87740391100033,332.1286822679999,365.60129736400023,376.99755374664005,394.49347215399996,432.4893651799996,439.4375760680002,459.48081676768015,473.0662266859998,570.4363456963999,657.8784315160002,734.7454864699992
2,27,17.0,436.021915328,163.89499305407531,124.15912637799995,231.83938197500032,333.38876428,368.76254166400025,379.2995176815203,410.91607356600014,440.0113411799996,443.9245278120001,468.10558231583957,480.6459890939995,576.4188233044,649.7533584640003,743.6653103699991
2,28,17.0,440.347896335647,161.2769314346502,154.29756459799995,238.3119746350003,326.73624703599995,363.06025584400027,371.4089613024003,409.31342472000006,445.17457381999986,459.69012707,472.7656579463195,478.9703615019995,583.4186240644001,648.2961313040003,748.3797768699991
3,1,18.0,439.757409782,157.78569573288254,168.85476509799994,250.114223969,308.6765586210003,373.01830077800025,377.04001579928035,399.9454840260002,443.6682003849997,460.6265091460003,473.91104345037957,479.6919184209994,571.3861375038001,640.2653415830003,750.1255550999991
3,2,18.0,443.28667838477776,157.02000576717862,164.23820469799995,245.618378527,327.74782790900025,373.8232662070002,376.0570884159703,402.0252337440002,454.3553793200001,464.4867311659995,478.3316116738996,490.48284206499943,573.0796062360005,637.7901574620998,750.9802056999991
