month,count,mean,std,min,10%,20%,30%,33.3%,40%,50%,60%,66.6%,70%,80%,90%,max
1,18.0,5.690806436949821,4.785754293909642,0.13233870967741937,0.17017741987419355,0.47158064260645166,1.0702015787548387,1.298899547677871,3.0841935806322596,6.767177536064516,7.584435503045161,7.955200577528775,8.146499931174192,10.67003212379355,11.453685463,13.756451471580647
2,18.0,4.979230294541256,3.912821540871152,0.002327586103448276,0.16988146475689656,1.0907678563714285,1.5050892839821421,2.6531356785930362,3.429788846964039,4.067946401232143,7.057352245388175,7.478848801174207,7.753774439279803,8.949535783214287,9.61655350907143,11.687410735785715
3,18.0,5.975483859327957,5.540222936279017,0.04499999983870967,0.25470967077096784,0.4141935476645161,1.0355806405354837,1.307575143381484,2.097483824490323,5.023548382354838,8.265967666580643,8.728886083263227,9.542467803935484,11.666758161380645,13.491024051612905,15.11177430774194
4,18.0,5.438305518711112,4.209937908874839,0.08299999966666667,1.5085999776299999,1.9682499694133335,3.039049952343333,3.084210259789433,3.126499849113334,3.5991250335,6.106600005613332,6.433366053411731,6.550700084546664,8.56044988878,11.623549973840001,14.801000026666665
5,18.0,3.218790316577061,2.85269272714508,0.16766129403225802,0.9118789971290324,1.4984032092645163,1.571201557670968,1.640828968007677,1.6952903092258065,2.0032258020967744,3.000725779329031,3.748748647737033,4.03877417792258,4.9685322967419365,5.712362914945161,12.207338757935483
6,18.0,4.708500022785185,5.261520239329287,0.31799999999999995,0.6633750064299999,1.2295499766266669,2.241250019023334,2.2819225328052335,2.7417000236933333,3.0175000245333328,3.756650020373333,3.963219041504,4.058300021466665,5.431550026300003,11.374624978710003,19.326250163666664
7,18.0,4.268172035858424,3.181657526339113,0.4611290322258065,0.7066935443000001,1.0866774148645164,2.2133468206935483,2.531623797824033,3.480725790154839,4.483427361935485,4.805709579354839,4.90308426191045,5.054250035574191,6.1744838938064515,7.412298377661292,12.00193555135484
8,18.0,4.7737634178172055,3.670683033359369,0.10379032232258065,0.9337500013032262,1.4177903393290325,1.8181693699032255,2.4304284695958067,3.445112783548388,4.497943565677419,4.697903223599999,5.641205718891484,6.196645143425804,7.988032248077422,9.38520963423871,13.175564383870968
9,18.0,4.213138888025927,3.90043157685687,0.09574999833333334,0.6524999649766667,1.5788499841666666,1.8658500053666667,1.8846435223836666,2.3384000214400005,2.586624974166666,3.6379499704533327,4.565891458764533,4.826425101106666,6.154500025733336,10.632325097110002,13.397999920000007
10,18.0,3.973024195112904,4.489082259579037,0.1391129006451613,0.42892742161290326,0.5152741821290323,0.613064484832258,0.6184935431134838,1.3297742390709684,2.0806451321612904,3.0496452305161283,4.057843577164389,5.122016049070966,7.288645201883874,10.642379053303225,14.940725780967743
11,18.0,4.788611084535184,3.995535678314,0.007000000333333333,0.06834999772666667,0.9688000128000003,1.5470249819233333,1.7014402429002335,2.839949931240001,4.760124954399999,5.284049872999999,5.970937454331334,6.169624892099999,9.318000071706669,10.230999942800002,11.426250095666665
12,18.0,6.5745968065,7.405471091035884,0.18653225993548386,0.38220967329677424,0.8003225976451613,1.0074193180548385,1.1540032072460327,2.5819355182322594,4.901249993451613,6.340354818141934,7.738293839028904,8.302403344296772,10.145709659729038,14.453854840961297,27.860081200129027
