month,day,count,mean,std,min,10%,20%,30%,33.3%,40%,50%,60%,66.6%,70%,80%,90%,max
1,1,17.0,294.0082565102578,84.60798605845571,188.90461718707041,193.43954089042825,223.33330596059972,249.2683784142,251.04934608785533,262.6108452654204,283.2349998766997,293.2060002878023,309.3317797037425,320.9043071690739,363.0584592892339,391.8113811634604,498.47115238159995
1,2,17.0,294.64269092021067,83.90128114196945,172.3930803622706,193.67230970282816,223.4653828661997,257.56015191092024,266.475209608045,279.23153464028024,288.36923047669967,293.0743826533002,299.0336774914118,308.7083087656102,365.73599813043387,393.03399637346035,490.31115246159993
1,3,17.0,293.2096365847048,80.1303270733455,172.5419265322706,193.13354052442816,223.75761369579973,266.44653617092024,273.9692389978745,279.7914614631001,282.58076402200004,293.18361323730005,296.85642797381183,305.1560007702102,365.88984428415387,392.5419962162604,465.1038439615999
1,4,17.0,293.7190711465007,84.85072337974714,173.1934649015006,190.32930992442814,208.5132295925997,257.2190771853998,266.16920625502314,276.3190749710204,287.82191902200003,295.6944595970999,305.1497685062676,315.45100226821023,369.6294594461539,404.30830428226034,470.5711509615999
1,5,17.0,298.8272383439124,88.91217883611567,173.22769567220058,190.71592532442816,207.6948445925997,255.61207726219976,265.51108630375114,277.4596134762604,292.45114902200004,303.4803052741199,319.21067980909237,330.9682337606102,385.9540742985539,410.9498426526603,480.70307196159996
1,6,17.0,302.94685336536537,91.126473968878,173.0169264122006,193.04976900796208,210.03946207091997,251.08407808219977,262.28690246900715,280.0826905904604,298.58268684200004,312.11653430998007,324.6941143510918,334.8890024966102,395.0816070273539,424.83884380894017,471.20268716159995
1,7,17.0,305.1758123879948,83.13329554267139,176.6661571622006,211.67930570776213,237.73415399171995,250.32153960299976,261.0893455850071,280.7376136904604,307.14114861200005,308.14068959611996,322.7276301447836,335.0553101787702,393.82514539295397,415.7583819489401,459.7696096995999
1,8,17.0,304.4790704540536,80.73206542202433,175.82999676999964,218.57654036862024,248.26276723299983,256.4073856908162,261.1075959486754,272.7308426897803,282.0861521723006,315.9959207958398,328.81866414782354,336.9318486427702,371.380144908954,419.4529971589401,457.48691749959994
1,9,17.0,305.25235131513597,82.81012515501891,177.91807351499966,219.52754038158025,245.54999621576016,250.37738265199982,255.6104075615046,271.4594615407224,281.9823059993006,313.52261508823983,340.57013743009423,353.27191732735395,359.13961251797014,428.61845955694014,460.1369174995999
1,10,17.0,305.31599380544185,84.10412255335974,177.92153507499967,210.67946258158025,245.12338082932015,250.62430574539982,256.1984690572166,272.16592296528245,287.8199984079003,314.51899972023983,340.30911901185425,352.48483909295396,366.79438603717017,420.8651525569401,472.12537849959995
1,11,17.0,302.9461747817495,79.08250528764114,183.64154200760063,213.70415231093986,243.59884694809986,249.90653498489993,256.2420598274566,272.25169219328245,288.9715370679003,320.2399994362398,339.76331914529425,351.062223884954,367.7843859645542,386.9566134969401,476.78614811499995
1,12,17.0,304.7474193867495,75.69464716664731,184.72384967760064,226.03607573093984,242.08107783809987,249.95645805889995,256.2875244384406,272.2513844990824,296.79807543790025,326.6356127759599,345.3492821294368,354.414454694954,367.43077048655414,377.0393844009401,477.23499427499996
1,13,17.0,308.9820348656319,76.50197062603907,183.15346533760064,240.10753971255986,244.4214606072998,253.50268863289995,258.8457765802006,272.1701537150824,292.39038343790025,326.4508436343599,346.615629032942,355.95376442091606,366.1359236619001,392.1878454889402,477.572686605
1,14,17.0,309.6901794783377,77.7617718657287,184.84885006460064,230.18138602639988,253.4680735272998,264.2745379824763,269.48748308064404,277.9918442726001,281.30769096790027,322.8306146802398,341.9689949919515,351.8667660874161,356.8489173672,404.1525379069402,473.093455605
1,15,17.0,310.094002782573,76.77599731083572,187.63231190760064,229.54923215839986,258.3529952255943,267.88715275791424,269.20770934800515,275.6067667870002,300.53384265899984,317.49461453623985,337.55530649216644,346.09384633395416,357.479992963154,402.1636149909402,467.83153205799994
1,16,17.0,312.51579006254366,78.58497783275988,188.79461960760065,229.58792445839987,247.8494604361004,264.23438414127634,267.08728627228334,280.14184395754,313.03768610300006,329.70546100275976,340.65450759829287,345.0652310943001,350.89661108451605,414.85752943197997,469.52192616690064
1,17,17.0,313.21164977456124,78.97455443615051,202.27808176060063,227.91861687439987,243.80238333610043,264.24669183511634,267.25346781371695,280.0688462877,300.2899970839996,332.5227676968801,345.6111857202272,346.92807319125984,351.1240726557161,423.52360612217996,469.58654155190067
1,18,17.0,315.17081257743774,77.42096832823916,224.37846560700063,228.51938607839986,242.55653732210044,264.4066917411164,267.718904709717,280.4100002637,302.8896126939996,336.0384594808801,344.18524126795995,344.83030412803987,351.14691876625614,425.51475996719995,469.97654156420066
1,19,17.0,319.05112935324365,78.851538716589,225.76999960549998,232.56784735300016,243.96354189890056,267.92907448978025,275.43019252137606,288.64684668982204,302.93115115399956,335.07345647072,341.17686583344795,343.17584300176,354.97768911301614,446.32122143259994,470.23846466420065
1,20,17.0,319.7487993156789,81.53936145343759,223.13308072699976,233.83353840040027,251.52531147570056,268.87176679890024,278.56017716190087,295.03569286462204,297.1415349189999,320.0479199227797,337.9721886154392,342.2657645653601,349.91499637901615,468.2532232701999,469.77038773420065
1,21,17.0,323.41481730573776,83.46382642991095,209.69615656699975,234.61569186840026,254.1397730437006,277.38961265890026,284.9849534918193,299.96292412203974,303.8384612007704,330.88838076757975,333.49785708618913,336.0833024846561,352.48299952844013,471.5361510792802,481.0834532529999
1,22,17.0,323.55434210260245,82.12536750829454,207.26577182699972,235.19638406256024,252.50031129810057,278.61722811890024,286.2617074652937,301.61484755012793,310.78769131899986,329.815995841808,337.4799086666152,341.35160966859996,354.24915356604004,462.93091991928026,480.8492224979999
1,23,17.0,325.6580978280671,83.08759657941532,210.83692599699972,235.90484561636023,248.45962029620057,269.4854564526004,283.18343364223773,304.05823232212794,324.0438404740701,329.6801510647998,343.926032091744,354.2455330685999,369.2824612122,458.42268910348025,481.5634532379999
