month,count,mean,std,min,10%,20%,30%,33.3%,40%,50%,60%,66.6%,70%,80%,90%,max
1,18.0,4.374036769542347,4.399494369327346,0.23285107326774201,0.47365440002774195,0.7332939307393549,1.0385596590858068,1.0690510610983421,1.303760629434323,2.1142142805806454,3.2808186919225784,6.189734417936259,6.836339797767741,9.423862415032257,10.709039283548387,12.444714534838711
2,18.0,3.9613159041514243,3.988925015954079,0.16024051748965518,0.28999743712071424,0.4161440132408375,1.0396741841260713,1.2995210213852253,1.7391145988500005,2.408584954264458,2.9885693286857133,4.795839747400658,6.509588687020461,7.4825559106714294,9.443200384500003,12.762575750344826
3,18.0,5.0819735518820774,4.5832304887745,0.2720379053709678,0.5946188996070968,0.8909038133612903,1.1295963682241936,1.300863484818855,1.7722467717806454,3.4008100823709677,6.327457238258065,7.8287876041471005,8.986577585870965,9.593514738193548,10.396157687206449,14.495972627741935
4,18.0,4.287420180896481,3.254177748611123,0.5472583288999999,1.4266826522409999,1.9222590341466668,2.1262415485099995,2.1358386976770998,2.6273118257,3.066703023983333,3.568197622506666,4.59455043196,5.155511905199998,7.65535259646667,8.4744747759,12.085112918666669
5,18.0,3.082520281659677,2.3162481082034927,0.7239758210290324,1.3586955668519356,1.79743928871871,2.021823125410323,2.2739140676248133,2.428890916304516,2.6202020825919354,2.9433989704,3.00456225460329,3.071933371351613,3.450386563858065,4.711811055648065,11.293486424193548
6,18.0,3.99540315527963,2.838393217522053,1.1836163667000001,1.4172214804283336,1.7484965541333333,1.8396944088033336,1.8609031819350337,2.081605393306667,3.2971129840666666,3.999220551093334,4.373085016307334,4.864550574966665,5.4853591780399995,9.040511607613334,9.690051207683334
7,18.0,3.8833579291747315,2.381072099701245,0.9490618328870968,1.2168912056193548,1.6760421504387097,2.3936714319580643,2.467187605964419,3.032011617290323,3.3817889320967742,3.900806179935483,4.907361760775484,4.9083987267096765,5.757025807161291,7.037959407161292,8.95624226419355
8,18.0,3.8063049157815425,3.6292202437295837,0.8202201371935485,1.1253336695341933,1.3722245905161294,1.7505009474419357,1.7506540289053873,1.9431585631548385,2.5248896137258066,3.502461181070968,3.637954300653484,3.7049259466483875,5.002364865816775,7.633712199237102,13.682338242903226
9,18.0,3.2569094047547598,3.103564539893964,0.5810047101666667,0.8742217618096667,1.147358151966067,1.4368520612619997,1.5757467461230201,1.8405449308866673,2.129913611115,2.8999543873333327,3.2390243994540002,3.434527662966666,4.048742754006666,6.85476026826667,12.091195267666667
10,18.0,2.802061728165591,3.2888890837996243,0.3183180049741935,0.49848199625838696,0.5531573142387095,0.5885561810516128,0.6079393278108388,0.7746224705483873,1.257316956096774,1.9285479640999994,2.457766543145839,2.804791741837096,4.375781946683872,8.032683776258065,11.011467466935482
11,18.0,3.023324059903148,3.5819130127179517,0.1455150019333333,0.4362019951203334,0.62769365867,0.9192060007260001,1.0474982831790602,1.2363791728213334,1.6615444458166666,2.306057973568,2.5819183505445604,2.9758231129986656,4.618515838186668,6.762276504433338,13.181865114999999
12,18.0,5.255895335472581,5.248108744936982,0.4896747451935483,0.5567633975635484,0.7778834039729032,1.629735962303226,1.658676931355613,1.6868685731935482,3.1519982096532257,4.394346004507096,6.389947112025617,7.92678296975161,9.51527227103226,13.056771752006451,16.747445829032255
