month,count,mean,std,min,10%,20%,30%,33.3%,40%,50%,60%,66.6%,70%,80%,90%,max
1,18.0,2.515842266203226,2.7517459960417567,0.37494622887096773,0.8902822538709677,0.9478763081483872,1.0353440645858065,1.0567284328330193,1.1664462543548388,1.4230376006451615,1.6458709593032257,1.9439559702394202,2.4048332674806443,3.879069892077423,4.980325149348388,11.778333285193547
2,18.0,1.5022439523085658,1.032134520818641,0.42145833525000004,0.6095535602392858,0.6940595318928571,0.7467976057714286,0.7622251261277143,0.8449532004305419,1.1465773826964287,1.4548875046716747,1.7563580103178573,1.8419226314999995,2.0843160873266013,3.1815517356655176,3.8259524747857134
3,18.0,1.3384886305534052,1.1898970274938723,0.18169355229032258,0.45432795694838707,0.5796397818580644,0.6289058998483871,0.6383011350217097,0.666709663683871,0.8086155810806454,0.9986290195548385,1.3049378349059357,1.3469516111870965,2.091139727792258,2.7727204329735495,4.2800536944193555
4,18.0,1.430307099019259,1.43652612796933,0.1829444409333333,0.28726943424333334,0.5135777842853333,0.6237111071033333,0.6281679527350333,0.6465722309666667,0.7917361065333335,1.1788555850533333,1.286528392294,1.3884972219666665,2.305861229886667,3.0446527294566677,5.611166439500001
5,18.0,2.579144260428674,2.560036165959583,0.37247310819354834,0.6633198940129033,0.8893978609419355,1.2466720585870965,1.4623554020465162,1.6472688301032254,1.9981048492096773,2.1677903628193556,2.3587917009280654,2.5611693446935484,3.2134785091096782,4.93876347827871,11.212580374387096
6,18.0,3.746168180388888,4.5531236433782265,0.23150000130000004,1.3987138627400002,1.8527000193200003,2.1325555399199994,2.2246530424631996,2.3128833289066666,2.812055620333333,3.3642943887333328,3.4766917698019997,3.5311361952333336,3.7399278383000008,4.827288847,21.291416192666663
7,18.0,7.678552823068099,4.431799384933887,1.7999999670967737,2.8303602070322587,4.0021773348580645,4.66884935151613,4.728749792992581,4.984322678025806,6.50776872498387,9.554156044664518,9.80826916547697,10.145591332409676,12.048811654025805,12.437645100474194,17.434435471935487
8,18.0,9.784405603836918,3.8673817520316045,4.1379839619354835,4.435029580603227,5.47548910587742,7.966032150838709,8.352458668806452,8.868204197574196,9.32391108264516,11.833913996722583,12.276508325148388,12.675763723225808,13.52667215251613,13.863354840916129,16.286962606451613
9,18.0,10.535695949514812,4.35908092137649,5.6561387850000004,6.117388958156668,6.9507831182,7.377933374643332,7.489759137022433,8.299533178153336,9.684875092833334,11.33504993713333,11.621186049745333,12.029141732399998,12.558111148000002,17.183683093166668,20.62380618743333
10,18.0,8.06339307316129,3.7824016952059294,1.8240859815806452,3.0480026760161287,5.376736597845161,6.419809281025806,6.49187956785316,6.718483979890323,7.411599427580645,8.726855048464515,8.82481847495703,8.999508063696773,12.357102232232261,13.103322609451613,14.250698410967743
11,18.0,4.173742256244444,3.0117645476370667,1.042111091366667,1.4190666654400002,1.9498278426333338,2.2926332432100005,2.3781545612031003,2.909722243000001,3.2468055862500007,4.02356658518,4.564473271910666,4.762277637233331,5.989816638633333,7.249416686930002,12.686444073666669
12,18.0,2.263322856785663,1.8659494746044782,0.5340591216129033,0.7649059323354841,1.0481720229354838,1.302639759403226,1.384708656158871,1.458623651922581,1.4743682483774192,1.5231882053935484,1.551034568758839,1.5924112961870966,3.4875645368774206,5.74594082184516,6.133010546516128
