month,count,mean,std,min,10%,20%,30%,33.3%,40%,50%,60%,66.6%,70%,80%,90%,max
1,18.0,8.044480833573479,5.15744177692916,0.7207032804193548,1.6297455518258064,3.1593402102064516,4.133566273012903,4.415077083428194,6.404086412967744,8.550993686612903,9.306220837548384,11.234228062183876,11.911545575645162,12.27330023477419,12.887338716580647,19.20715293064516
2,18.0,8.430463141723727,3.7714748331998043,3.2609027774999997,3.809552254142858,5.060264172293596,6.013848113157143,6.1521626315808575,7.379703866844829,8.118351432857143,9.75426109219458,9.979061702439285,10.208161810892857,10.852570632135961,12.95220984696429,16.975113546428574
3,18.0,8.141446485849464,3.7699033415041994,3.948921016451613,4.293358239703226,5.242074744193548,5.887956631361291,6.014979616980066,6.503446194116129,6.997742413467741,7.419965201677418,8.418544266959357,9.527401480741933,10.410182236180646,14.492009149935484,16.177465893548387
4,18.0,8.15588789929074,2.9563943060564797,2.6923513600000004,4.931482647706667,5.906063069706667,7.200542029566667,7.595913170665666,7.855475370346665,8.18357925055,8.51478546453333,9.181812619366003,9.463140557366666,9.833254481,11.0333131883,15.446276148
5,18.0,5.221286964675627,3.0774287378458047,0.5758351848709676,0.9590457172483872,2.011800805296774,4.1977355080645165,4.484580199093548,5.119857360541936,5.898434082806452,6.056585050851613,6.146714918716517,6.26228332907742,7.013877913290324,8.134765839380647,12.014097124419353
6,18.0,4.908810110201352,2.305645805109358,1.5894188004,2.484909620893333,3.0359549722853325,3.62188327616,3.9448264344296,4.303539048079999,4.492587119516665,4.891275247053333,5.091966852268401,5.2177480229799995,6.463073473760003,7.951048276176666,10.685033035244333
7,18.0,2.3165404656825452,1.5145887020097357,0.564161512935484,0.6345804381096776,1.1504565200838708,1.5214967031758062,1.620051143388855,1.7945428035954845,2.235144164849355,2.3799907484774194,2.4071851895039997,2.4212719741548385,2.899381234290323,4.094264134619355,6.511225967741938
8,18.0,2.012410404438996,1.1448940087645427,0.2807719189729032,0.7510793274645161,0.9511906197470967,1.1658136772225807,1.338523914099,1.520961912051613,1.9208389228225806,2.441870891856129,2.524645065380665,2.5322868477990323,3.090789786761291,3.166916047177419,4.559201930774193
9,18.0,2.6815527249162217,1.8758149473414396,0.09776175327,0.5788993716933336,1.0908943165940004,1.713745213371,1.89848637032641,2.1679899538000003,2.4976459240499995,2.8426606880075997,3.0689952011223807,3.130544594521,3.4996456785333336,5.1909872325999995,7.487968852400001
10,18.0,4.632138570766595,2.2472934968944385,0.6253469892258063,2.1610114343648386,2.7212625033246454,3.376948129880645,3.583644969809451,3.9433270071741937,4.467184613225806,5.308375924985161,5.4506261704451155,5.7015849128990315,6.222713673036129,7.072733930677097,9.70998535967742
11,18.0,5.240078839685926,2.575020067445626,2.06096449408,2.0742195244699997,2.381347483093333,3.0900199499733336,3.724652416819734,4.37822177296,5.0468985984,5.791727441039999,7.120212795839067,7.3520414946466675,7.80679279352,8.223199001293333,9.765234494800003
12,18.0,4.918592615439069,2.449735667866893,0.8329543172580645,1.7673561569774199,3.0833775666967735,3.3763598737741924,3.5759551369829032,4.330008018361291,4.994451287338711,5.562711419070968,5.690737449266065,5.763414352309678,7.275056574774195,7.695689437151613,9.72471386064516
