time,precipitationCal
2001-01-01,1.6197389043167387
2001-01-02,0.036173923761272896
2001-01-03,0.22131483912406794
2001-01-04,0.9436957809021529
2001-01-05,0.014551932998642953
2001-01-06,0.08090705283837721
2001-01-07,0.0003352560456414878
2001-01-08,5.670639986532601
2001-01-09,1.5967334003216735
2001-01-10,5.490527400440682
2001-01-11,9.341721905078922
2001-01-12,2.7118552814822907
2001-01-13,11.483757189074556
2001-01-14,8.050608478859814
2001-01-15,10.171206336290698
2001-01-16,2.9602689775485436
2001-01-17,120.7838060520099
2001-01-18,24.872293786159545
2001-01-19,10.269606346862483
2001-01-20,0.2529537196031395
2001-01-21,1.3033305312047976
2001-01-22,6.523184417685215
2001-01-23,2.2753044136747134
2001-01-24,0.621286740499279
2001-01-25,0.8707803059808992
2001-01-26,15.967721279555514
2001-01-27,0.6595655032152687
2001-01-28,0.9144457292765494
2001-01-29,0.07778848399943597
2001-01-30,2.1041095663438973
2001-01-31,17.434518272752314
2001-02-01,5.845355995215553
2001-02-02,2.5928412378180474
2001-02-03,1.3989181694421837
2001-02-04,9.395092253025053
2001-02-05,5.855767693843489
2001-02-06,1.8994487842101904
2001-02-07,0.011967623138817616
2001-02-08,6.811481923367827
2001-02-09,5.6459882769178416
2001-02-10,0.3426555509288244
2001-02-11,0.17816192081534174
2001-02-12,0.5954746006814334
2001-02-13,0.017330118300392904
2001-02-14,0.9221886156881294
2001-02-15,59.972574399511494
2001-02-16,11.676646160462868
2001-02-17,28.50437156741973
2001-02-18,6.8887212903766315
2001-02-19,2.989204049457337
2001-02-20,0.20475742642892833
2001-02-21,5.720971940605406
2001-02-22,3.420981764805741
2001-02-23,9.537075672656124
2001-02-24,17.435089990987912
2001-02-25,26.38839869598496
2001-02-26,10.86488947436784
2001-02-27,24.151351224472325
2001-02-28,20.752903284696654
2001-03-01,29.508379682310238
2001-03-02,71.92495153283981
2001-03-03,2.6531305332860624
2001-03-04,0.21964879005256463
2001-03-05,0.28737823421255343
2001-03-06,0.8741099326575205
2001-03-07,3.8120158694792203
2001-03-08,1.7012736041926346
2001-03-09,1.37906998502027
2001-03-10,0.5857771989202727
2001-03-11,5.086566463676957
2001-03-12,13.414062084915324
2001-03-13,15.219498445273743
2001-03-14,53.56797588420752
2001-03-15,5.149409333832052
2001-03-16,0.7315402097028414
2001-03-17,3.7392516202093136
2001-03-18,24.454482495813718
2001-03-19,18.916393241866594
2001-03-20,31.014091517604943
2001-03-21,26.142105114972907
2001-03-22,8.363544623243172
2001-03-23,2.980712328500071
2001-03-24,1.325710762065859
2001-03-25,22.441062460605995
2001-03-26,37.07726100342042
2001-03-27,1.7886934325602044
2001-03-28,3.8438686735509933
2001-03-29,3.1911211908836377
2001-03-30,57.726940805631315
2001-03-31,3.6429587943585124
2001-04-01,12.998699078735774
2001-04-02,6.032608151219182
2001-04-03,10.767175934349183
2001-04-04,29.140863509627053
2001-04-05,22.205602409488556
2001-04-06,1.8161536269237497
2001-04-07,0.2794376672000203
2001-04-08,0.0
2001-04-09,0.0
2001-04-10,0.18465024719518833
2001-04-11,0.4425878886418896
2001-04-12,25.50877877598802
2001-04-13,43.261496758946166
2001-04-14,79.5458766415089
2001-04-15,22.17369908586651
2001-04-16,0.610430285359958
2001-04-17,0.8267233633591072
2001-04-18,0.27015715492497644
2001-04-19,0.030745277860489917
2001-04-20,0.21950692696020102
2001-04-21,0.0014584488661657212
2001-04-22,0.017994015707223778
2001-04-23,0.9109463355315806
2001-04-24,3.5749759550629223
2001-04-25,1.5329459026888705
2001-04-26,2.020375437435182
2001-04-27,1.7360942920405016
2001-04-28,1.0243517431191775
2001-04-29,0.13271737299554442
2001-04-30,0.07102790883084689
2001-05-01,10.075564046530863
2001-05-02,0.5074130843083576
2001-05-03,10.640175898272224
2001-05-04,14.404774742199603
2001-05-05,0.03507759566074955
2001-05-06,0.04006418818019525
2001-05-07,0.13363311239326167
2001-05-08,0.0978031349633163
2001-05-09,0.09408488464676996
2001-05-10,1.3496432288302667
2001-05-11,0.6279411798457671
2001-05-12,8.901666811334646
2001-05-13,13.53461648191149
2001-05-14,9.519816636373744
2001-05-15,3.575814299975979
2001-05-16,17.63480140342448
2001-05-17,11.74851427872979
2001-05-18,0.116987009717529
2001-05-19,0.002352611046292118
2001-05-20,0.0957984528484526
2001-05-21,1.2066125021708947
2001-05-22,0.03435933315796298
2001-05-23,17.716869401620368
2001-05-24,6.90567174857001
2001-05-25,10.766736443443484
2001-05-26,1.162263859592694
2001-05-27,0.021218629639253268
2001-05-28,0.860889218988388
2001-05-29,0.618265315203365
2001-05-30,0.00021664310683402327
2001-05-31,0.0028985894378169507
2001-06-01,0.0
2001-06-02,7.923735060179148
2001-06-03,2.7075234915462523
2001-06-04,0.716470911186464
2001-06-05,8.525590617353961
2001-06-06,4.561515007707278
2001-06-07,1.8399266277005986
2001-06-08,5.837111843807873
2001-06-09,12.160353978410598
2001-06-10,46.405125167401664
2001-06-11,9.37557279518138
2001-06-12,21.08595185878101
2001-06-13,89.59641522300095
2001-06-14,0.2623525616937406
2001-06-15,0.0039337495637367225
2001-06-16,0.021496642496494228
2001-06-17,0.01156709168056585
2001-06-18,0.002546572046150607
2001-06-19,2.1247789559197607
2001-06-20,1.2168131087276137
2001-06-21,5.899923147607142
2001-06-22,7.574610565140186
2001-06-23,2.8075262831136976
2001-06-24,6.996177043887798
2001-06-25,10.628428211251233
2001-06-26,0.19406423461505498
2001-06-27,0.743074115555614
2001-06-28,10.403160607548566
2001-06-29,11.146724999008775
