time,precipitationCal
2001-01-01,7.203213664169967
2001-01-02,6.99091385989569
2001-01-03,6.684287333836559
2001-01-04,15.592426341439461
2001-01-05,16.677765047147687
2001-01-06,3.9072537285530715
2001-01-07,0.08970027634192711
2001-01-08,0.32098073230630964
2001-01-09,0.1725236051611463
2001-01-10,0.1543253009721524
2001-01-11,0.33965169629073133
2001-01-12,1.5025896503293525
2001-01-13,0.23855105270699042
2001-01-14,0.7450673797856076
2001-01-15,2.221510048248944
2001-01-16,6.025603084923529
2001-01-17,2.9813747660289014
2001-01-18,15.753953323324533
2001-01-19,9.787814312138098
2001-01-20,17.42020834829744
2001-01-21,1.650164940523376
2001-01-22,0.16052740448268998
2001-01-23,1.1545573011018073
2001-01-24,4.143156609395424
2001-01-25,0.7322690896927656
2001-01-26,0.2526177048304437
2001-01-27,0.24266057465484972
2001-01-28,6.402909419759983
2001-01-29,6.0588116396830625
2001-01-30,10.445538660455652
2001-01-31,6.780802130045901
2001-02-01,0.6294696131136435
2001-02-02,0.3764190021809664
2001-02-03,0.7396370921619269
2001-02-04,1.971832028721445
2001-02-05,9.77038008021735
2001-02-06,20.616923997391314
2001-02-07,7.770002514225044
2001-02-08,3.403803803841021
2001-02-09,10.442685766914227
2001-02-10,2.6359986811616753
2001-02-11,0.3767519591309552
2001-02-12,2.179978995106546
2001-02-13,17.861618380829075
2001-02-14,13.675872563171353
2001-02-15,33.26250547768908
2001-02-16,11.412942122265113
2001-02-17,2.587106109748246
2001-02-18,0.11946231461706179
2001-02-19,0.4326364954190425
2001-02-20,1.2246739064355745
2001-02-21,3.071135483742456
2001-02-22,13.579005726179487
2001-02-23,15.738068184476562
2001-02-24,10.650819247408208
2001-02-25,13.520807681874492
2001-02-26,31.10150598199213
2001-02-27,20.422259446231063
2001-02-28,12.848817583257885
2001-03-01,5.694437994901769
2001-03-02,6.996997345169358
2001-03-03,21.207583615305293
2001-03-04,2.024051509697544
2001-03-05,6.237109993741794
2001-03-06,0.39996633292695993
2001-03-07,0.7146378470675966
2001-03-08,3.4028324297653114
2001-03-09,11.397933309048655
2001-03-10,1.9854575839033342
2001-03-11,5.764429859080451
2001-03-12,11.256325004775611
2001-03-13,0.6379487531419559
2001-03-14,1.9357093610306697
2001-03-15,0.3381907732623691
2001-03-16,0.05192840878161546
2001-03-17,0.1470864074752989
2001-03-18,0.03647101300271657
2001-03-19,0.053206443128264
2001-03-20,0.12363146539067549
2001-03-21,0.15821722920998396
2001-03-22,0.3696561905723065
2001-03-23,0.45871990592984885
2001-03-24,0.5254407341623574
2001-03-25,0.39571735892809795
2001-03-26,0.7079605865122341
2001-03-27,0.11268604299218546
2001-03-28,0.09020645606687086
2001-03-29,1.1346330431650455
2001-03-30,2.9506086899789783
2001-03-31,1.025352141507677
2001-04-01,0.09457397015000349
2001-04-02,0.04226126454093599
2001-04-03,0.14027882917846635
2001-04-04,1.1201848185198033
2001-04-05,2.021184231195805
2001-04-06,1.8258640790078247
2001-04-07,0.5643516268491099
2001-04-08,0.7620691548805036
2001-04-09,0.36583916879257705
2001-04-10,0.10866199832260881
2001-04-11,0.7569088408486174
2001-04-12,1.6521448876180762
2001-04-13,4.368843131426588
2001-04-14,12.157615437811417
2001-04-15,12.58220924192233
2001-04-16,19.7466522266975
2001-04-17,8.46179782509562
2001-04-18,11.608581852799372
2001-04-19,8.870695783443182
2001-04-20,42.380426446978866
2001-04-21,3.5239784171729545
2001-04-22,3.632453923153585
2001-04-23,4.8245806547153345
2001-04-24,1.2657419086603126
2001-04-25,0.6346233309884264
2001-04-26,2.6417903387737667
2001-04-27,0.5137229668961482
2001-04-28,0.5191638663553182
2001-04-29,2.4511535874548325
2001-04-30,3.9904573499025404
2001-05-01,1.3155587155246784
2001-05-02,1.4019068103188397
2001-05-03,2.3807749468329322
2001-05-04,0.7787935430625086
2001-05-05,5.050599130548805
2001-05-06,23.405828938869938
2001-05-07,27.68042123736979
2001-05-08,38.38755231490532
2001-05-09,3.68954035528545
2001-05-10,6.293593719670369
2001-05-11,5.7397395600246135
2001-05-12,4.015494449041233
2001-05-13,6.22899853387593
2001-05-14,1.3321632923186753
2001-05-15,0.7688092551283506
2001-05-16,0.7916262796495499
2001-05-17,0.8705716159857164
2001-05-18,0.493098907549275
2001-05-19,2.0334663471609233
2001-05-20,2.323049886274982
2001-05-21,1.9744324580353347
2001-05-22,36.59248266235182
2001-05-23,1.408236489209051
2001-05-24,0.01232656221857447
2001-05-25,0.08672094405415753
2001-05-26,0.40794875672762787
2001-05-27,1.1281669088878445
2001-05-28,1.6001120926091548
2001-05-29,3.8218476326577795
2001-05-30,21.829126812442187
2001-05-31,0.7545435738334549
2001-06-01,1.419294311169266
2001-06-02,1.146260888188204
2001-06-03,0.07767683117932678
2001-06-04,1.0159201137098821
2001-06-05,1.6304183951355202
2001-06-06,0.9178713114931528
2001-06-07,0.15282225257260312
2001-06-08,0.4829720947827808
2001-06-09,0.47783918707179857
2001-06-10,0.4137123162771431
2001-06-11,0.1506896276197294
2001-06-12,1.4955664587450936
2001-06-13,0.9481126270437463
2001-06-14,0.6163005044581211
2001-06-15,2.5328806084652755
2001-06-16,1.5434558789792696
2001-06-17,1.8958305828940514
2001-06-18,4.893208536072201
2001-06-19,1.3436186400690828
2001-06-20,0.3061175830435829
2001-06-21,0.16898154940694657
2001-06-22,0.36922153185017575
2001-06-23,0.6356550953789833
2001-06-24,0.27828813239429534
2001-06-25,0.6646236865969094
2001-06-26,1.7356705071668932
2001-06-27,0.8597989348290052
