number,tpara_masked
0,-3.0142718470840015
1,-1.2570196275295646
2,-0.6737734054384753
3,5.340903200700616
4,2.1649291739696293
5,15.329293615630295
6,-15.579677119786103
7,-14.011993053243673
8,-4.285511840773992
9,7.044386290189944
10,-4.559577489794577
11,0.2738163634016203
12,2.2016587818059143
13,9.829336309636558
14,7.632982981177839
15,-16.229294019293846
16,1.8936281534186432
17,-4.413744806520525
18,6.619999101991411
19,1.994637635289542
20,1.5381411300572465
21,-19.097515826492774
22,-7.913834448138033
23,16.428183805767056
24,13.308634032409058
25,15.838781593227225
26,-3.9701613299635086
27,22.75227565554053
28,0.8217915568852274
29,18.26758826719051
30,-3.690232933085652
31,-17.85406890696838
32,0.9889787599635894
33,0.08881693380558447
34,13.386676553617384
35,4.149157545957423
36,-0.9360271722091618
37,-6.944253837376681
38,6.171434735789982
39,3.0266163397385357
40,4.699729957026499
41,-16.60322445462991
42,-8.77860041615586
43,11.230981434041952
44,-8.230426432136909
45,-12.03757393528612
46,-6.609009120480302
47,17.796816177934772
48,5.095804665842173
49,16.15345255093601
50,10.521176017447113
0,-7.9884804336333035
1,-0.22720856991865132
2,-31.954258836140806
3,-15.038877985108487
4,-20.440433738232674
5,-23.422968768048293
6,4.864371650060569
7,3.008429011843085
8,-18.316247168318284
9,-14.550312690449884
10,-22.335867428821896
11,-14.1560440680661
12,-5.459699171567693
13,-21.431676121937475
14,-25.848331452481652
15,-27.842165018266808
16,-30.209903438445902
17,-15.283320525905076
18,-14.758265852496653
19,-29.368431705637715
20,-29.7090878329775
21,-3.4858714242386384
22,-6.394437216864737
23,-12.640513884367673
24,-21.27942080985552
25,-3.248994166154765
26,-16.326051678416928
27,-23.71451167490937
28,3.6207916473184447
29,-14.57087055731609
30,-4.969062376836868
31,-19.80444272755676
32,-17.802547901780862
33,-33.418903709607896
34,-29.35663459876469
35,-5.635301962446473
36,-3.3217833728659816
37,-12.817173746648358
38,-7.489663708698034
39,-5.8524048263271675
40,-2.7861611621107327
41,-4.7585027117860506
42,-18.473371070105628
43,-3.383913136674632
44,-2.2248774930855086
45,-11.666742020838125
46,-9.06952110316603
47,-14.265459989372559
48,-34.66998714450726
49,-8.395033815103544
50,1.078600249015037
51,12.500354216781306
52,10.242113120527241
53,3.7878657832145497
54,14.297065004912815
55,-18.353895685157582
0,-0.08437445772535059
1,-11.226169419253907
2,-3.909308701986113
3,-9.597570245313154
4,0.10924600596782061
5,-10.89110318707839
6,-2.250925179085788
7,-11.087414861786524
8,-10.885227815071477
9,21.468765007380785
10,8.277233445001627
11,-35.3943533028301
12,44.89138236444007
13,-1.2669938025869711
14,-14.450821132184798
15,-10.942836637390931
16,-3.234879296211834
17,8.917770940853107
18,-33.791814508632484
19,-28.352697662185086
20,0.8063049522720235
21,-38.22012469198219
22,11.901862038790188
23,1.0649173374498244
24,-15.703182065278543
25,-18.970665893506222
26,1.256564416191922
27,8.278346588099698
28,3.281492848480022
29,0.7434091122175699
30,-2.9881678297209593
31,3.1904549322196805
32,13.424658946905728
33,-34.182863655428335
34,-15.841765286222264
35,29.73127114631636
36,23.80291652357565
37,-34.376405974864205
38,-10.419583684324262
39,10.715552404694595
40,3.516913584602121
41,-8.436718594581489
42,15.973110896941463
43,-14.447493482493169
44,-25.376134020759423
45,-1.081465965015117
46,0.12759655783509863
47,23.488963831394823
48,43.59249376381072
49,-0.27921522305880064
50,-8.742180629040776
0,6.169468902729694
1,3.524772222600845
2,-19.26143256445357
3,-25.331181445274538
4,12.620437628479456
5,2.9500627415448184
6,-8.57176059276587
7,5.203570581065984
8,1.261100097471808
9,10.053939289280228
10,-0.627206740874192
11,9.476200117364012
12,-0.7201201428027063
13,2.57340968853222
14,-15.859987739943508
15,-0.34577730756333924
16,-0.9807372064290619
17,5.726310943099308
18,-13.954780235859594
19,-6.251607070952392
20,-3.146156561032346
21,-10.361127712034476
22,-20.243476204123954
23,-2.60982481775371
24,-10.151540763538032
25,8.410505452303171
26,0.4083964911023569
27,8.083040703562325
28,-9.992965253304707
29,-6.315215696807213
30,-16.925255178626493
31,1.620428019052925
32,0.8743311517435267
33,-2.969265251073263
34,5.3964692562482615
35,8.748052410946663
36,-2.7889669571063944
37,0.13318165021129774
38,9.549635123738975
39,-24.20591598331391
40,-8.547578333664925
41,-12.080580153455834
42,-0.8905698458590066
43,4.1332451744247845
44,-39.65090563129507
45,-22.240009527151464
46,12.372012504783095
47,5.8404170733586565
48,-6.063086882389244
49,12.49109568812804
0,12.430354083163644
1,-8.715414198949983
2,-8.085045413257715
3,-2.432609215440936
4,18.6594823371406
5,1.4588371285900026
6,10.338255335415708
7,-14.232326211614556
8,-3.7794891977495797
9,2.8739364429216256
10,-13.290037154728724
11,6.0166321347717036
12,-17.360398281022942
13,-14.898729662774524
14,8.107585542645886
15,-2.5099152476418762
16,-0.025442279819402825
17,1.4796128730046456
18,4.11720045347903
19,13.007958250821405
20,5.053405427596994
21,-19.650261398764883
22,-8.333966641381364
23,-8.252596360448797
24,5.461802906681428
25,-4.021138189534543
26,0.15752173294536256
27,5.449008922908744
28,31.740890682063803
29,-10.102253125067461
30,-11.24889837854934
31,-1.9589816379587586
32,-0.8253940489387813
33,-8.333418217081416
34,0.3936910850949239
35,-11.801747058692813
36,-7.614669058150368
37,-18.81888118925552
38,4.53599305339238
39,-2.3819133157371923
40,-0.9816052139284602
41,-10.549220956930228
42,13.41636270845942
43,2.727120298309327
44,-3.0734182231774145
45,-0.17887362949009575
46,5.109226073390249
47,-0.4170072880141536
48,-1.8468905535389495
49,9.964390070631206
