number,tpara_masked
0,-2.9563281468300726
1,5.150116841656418
2,6.059054978843529
3,4.759485606604389
4,-4.902075281805079
5,3.451825377961008
6,33.417499659827776
7,-0.41727617072906836
8,14.093986786597368
9,9.071431816290845
10,-2.940053561769101
11,3.6505139601325554
12,7.658860359514734
13,1.4550483377803418
14,11.193586303994273
15,13.261954226469856
16,9.453740975698562
17,-1.3752568791487247
18,15.744724747953963
19,6.483121565761549
20,9.542580618535354
21,4.202252038771393
22,-38.040433725063124
23,28.224384825824774
24,2.155264534670553
25,9.876876239046362
26,1.0130901152101213
27,26.87070887888852
28,5.397868860982161
29,-4.045645725425589
30,-0.2888612638509338
31,-10.142873231720323
32,-0.02373321632876961
33,10.134356839944381
34,27.28394291161336
35,24.16141498110262
36,-3.625701913583952
37,21.836420894897113
38,6.716879482075344
39,1.3922600275848673
40,-13.56573543790677
41,-11.85881822341355
42,19.17824260613822
43,9.155297980441029
44,9.987870857954952
45,-11.68576181356171
46,13.395640778634561
47,6.717467853463079
48,1.7045359792732677
49,3.580681029792299
50,1.738689705012698
0,16.22652902723437
1,-1.6238138599724004
2,11.785473468756575
3,-5.1934626608606385
4,6.520364945655348
5,1.3922914901508023
6,3.701155159133
7,18.25104460969369
8,-19.643848404365496
9,19.09887338232562
10,25.68216561763262
11,51.70332357869927
12,31.561802774321222
13,14.184682678724544
14,23.30182163387368
15,11.967374980404697
16,-16.82057524814527
17,1.9891183860282777
18,12.477516448025018
19,22.816280265721012
20,-3.308010258347343
21,0.2282798877253606
22,6.921074012215921
23,0.6273435469822511
24,10.806243092715102
25,-16.904943832708096
26,-1.3429583186553122
27,3.446669703885667
28,7.397977267021668
29,40.11250038241665
30,1.6112331841171894
31,-21.043984198813828
32,9.741966022179886
33,1.0887137084700513
34,-2.439570719201001
35,-2.0548966845086905
36,-2.7679045294778075
37,-0.4334049452355067
38,15.31381220136742
39,4.496273485649414
40,6.723949088764614
41,-2.7401476074478657
42,11.049190429110666
43,17.875051164764162
44,13.974284080563828
45,3.8818130857979147
46,5.10205027777884
47,12.87792339926202
48,17.56770337317555
49,-22.550537361982077
50,25.364806944617754
51,-2.971767383364088
52,11.879998506167752
53,-9.606890692993808
54,35.66998101470327
55,9.912510301286257
56,-1.588554790987952
57,4.790852076009186
58,13.219021285973321
59,-2.878503850409722
60,-5.727306490842904
61,19.55506051661376
0,-6.984339344956199
1,10.712534948825061
2,-11.91559637657116
3,11.146442842761925
4,14.44615040311654
5,41.36726495499945
6,-9.29319079625912
7,17.7027300930908
8,15.718589301364716
9,18.839741471796707
10,-6.78333171308264
11,8.711893567333783
12,10.019692258082777
13,33.792841695307295
14,38.51147198910373
15,33.547536537815304
16,20.473456008386513
17,17.431676024257797
18,18.482840511682223
19,1.0253534745705342
20,19.57462929490893
21,35.30380895145527
22,26.358290967392605
23,24.932750695492945
24,22.26022246143099
25,44.57831286112052
26,32.783912913492664
27,-23.961679257283823
28,28.069603236005175
29,21.568028414145964
30,-6.109880057952095
31,5.383790930261704
32,24.12621777571397
33,61.11165587270559
34,-8.13573265622238
35,10.418013278305413
36,11.320285493235724
37,-11.31238162585576
38,17.01218148699344
39,3.708994612576273
40,5.715544673001989
41,3.0193897876873064
42,28.494767635173588
43,7.8871175938776
44,16.02783556416509
45,24.466171674765693
46,34.306475088353075
47,25.3083266694872
48,7.516580597620516
49,8.831387898348451
50,-13.197997726457773
0,8.050549069491755
1,-13.241279215778974
2,-4.92486169473675
3,-10.264294827942477
4,3.3845532010545387
5,-16.171121951408583
6,0.9653988222227454
7,7.586715332300367
8,-7.9903000614711255
9,21.632870712774896
10,20.22417737739514
11,-3.474555632591413
12,-3.750218369016586
13,9.273906271616008
14,15.77960992124204
15,22.452094888858582
16,7.939518659788159
17,17.785318610056308
18,-1.8342357490686736
19,-1.6155528115194187
20,22.071376036440526
21,-0.6719199472556165
22,7.911292720875473
23,13.737772716594671
24,-7.662433828518255
25,5.903081524075042
26,-5.321863995089112
27,1.1236747252919708
28,-8.876624722475109
29,11.924967337550923
30,-2.893705340272881
31,6.857297375091182
32,0.22305126265125294
33,14.167750985190237
34,11.151310856945615
35,10.334343704937561
36,-4.27578900554457
37,16.335730132973076
38,2.2367800899567025
39,11.55939176088014
40,16.469673697137495
41,-5.710925298654741
42,13.886139576814125
43,24.936078651320305
44,6.308073518670833
45,-1.926086246987104
46,8.963312546091611
47,-0.32551570099623844
48,9.62533482943879
49,29.068365060742444
0,-26.57185223706461
1,9.610812981796624
2,-28.09199156056317
3,-43.313229031612735
4,-13.87884734064448
5,-11.705022291029328
6,-31.015489901500036
7,5.361193092873345
8,38.52091897295452
9,-35.758856898039184
10,-15.927298903784129
11,-21.347558644599506
12,8.941281175457556
13,-25.528566576368245
14,-16.993199300715098
15,-21.695166272812955
16,-4.073761507268407
17,-10.292611642918146
18,-17.110714055754517
19,-9.655084995887611
20,-11.10171200500891
21,-18.09640393122771
22,15.667567735410614
23,-33.70215960071832
24,-13.77008533714206
25,-4.859950567579227
26,-30.0699194803646
27,-37.199178198933424
28,-37.44054422922791
29,-22.548629093656743
30,5.5466970512817575
31,-13.823816971718868
32,0.1950814622899151
33,-30.517883647615175
34,-12.547702598779937
35,-49.95588734919424
36,-44.12176988813872
37,-34.14815128281248
38,-5.443031216768792
39,-10.625330793209207
40,-5.864153148329829
41,-43.161914132499476
42,7.229186606196111
43,-10.267434305089985
44,-36.286520090799456
45,-2.509156895783527
46,-38.3746692799198
47,12.959853375657651
48,14.98344007499561
49,-3.427029027425894
