number,tpara_masked
0,24.04569462062985
1,-26.00021768254616
2,16.161607163667213
3,11.62336123646431
4,53.8546297927193
5,10.795569475400649
6,-17.119437719278114
7,12.815789318665338
8,21.753275329198612
9,16.572755612287438
10,17.98016076766847
11,34.705237794696586
12,-16.025732444783596
13,-13.609868195392968
14,-10.925665113366753
15,46.18158300218056
16,23.872814836067846
17,2.006515842367662
18,3.454109294883286
19,-14.637350886914646
20,26.37267471072846
21,22.44606397046785
22,18.140724478143966
23,-8.855712015550429
24,9.653850459775034
25,-18.418006675346987
26,-4.768025974044576
27,-15.814862308616284
28,-25.78328424836703
29,14.351636915913938
30,24.769879776916543
31,5.1750816965068225
32,-1.1955686810930881
33,5.6203930398623925
34,-6.324777738579239
35,-5.124794218621294
36,-6.012612630001968
37,6.5190685442454805
38,35.04131503480797
39,-5.424074818923448
40,25.677612332704786
41,5.131236472758853
42,20.584081994456938
43,-22.166773305798415
44,-31.2316880505629
45,23.98312896427039
46,-9.465888221408628
47,-7.760528812165527
48,0.41075054468819877
49,22.998070411025157
50,2.00238522059711
0,52.70149768440054
1,-18.324294970284427
2,3.9970101302818266
3,0.389465052800612
4,-17.694012181361057
5,8.82354219318889
6,40.103710574612705
7,-11.005989601168645
8,31.419394493544438
9,5.639784343240232
10,-5.70265908568975
11,24.676020634236313
12,17.028979115707443
13,2.1822922728157814
14,-13.997119315452741
15,-20.24400854357585
16,42.92001776207144
17,-22.421785909424823
18,16.10356825665349
19,-8.218269916445328
20,14.547582101916609
21,-5.387958523783709
22,16.292129719393717
23,16.367854627219458
24,16.986623071109836
25,43.042792441383426
26,13.711646336863245
27,6.982776431148825
28,34.834509203089205
29,-20.997477534479003
30,43.30181546663425
31,26.12862459727694
32,0.33849130905612884
33,13.380159794943816
34,5.133323099926201
35,4.291607661836376
36,42.918596084480974
37,11.71272915693559
38,16.299659696035935
39,4.755364694612278
40,19.81947939100337
41,6.042302658215704
42,54.52934814798027
43,14.607638950299892
44,-6.2267743553926875
45,-37.61031663884751
46,-19.140914038947205
47,-4.510175936426701
48,44.49384801337904
49,-7.532694468181946
50,10.957001232251665
51,15.591759587133918
52,101.75649952278339
53,27.315090633805994
54,36.32984935109107
55,57.514733124245744
56,31.19802075938575
57,-5.172379265635148
58,8.008952316155652
59,55.06314811517162
60,-13.878368084381995
61,18.46721945734468
0,90.73374940271606
1,-22.426680364636315
2,-15.492976975413814
3,1.1172005542903207
4,11.009736529861888
5,-1.7029340900383734
6,38.92730167838939
7,78.63449506354907
8,24.993425995489815
9,11.292229373793816
10,-3.308741725049913
11,0.6695586307614576
12,-10.692626043843726
13,-5.701186485869887
14,21.75384376338722
15,2.664421572262654
16,-10.573520133524047
17,17.747936453815782
18,41.26570729567902
19,12.36018457954439
20,-6.158813903311966
21,-11.406901497442353
22,0.7999195380155774
23,-7.890776032581925
24,-5.20373077961267
25,-10.113789509584118
26,21.82353379491057
27,19.573197581242614
28,-16.69714796056117
29,-23.993531309921917
30,11.903656134866955
31,15.895257850691753
32,3.539639692462515
33,19.036235698877135
34,9.92931366757451
35,5.752667675551493
36,-10.530489665446416
37,17.539510584659485
38,3.2333484038341944
39,-22.573127959428046
40,-19.039210504464183
41,-17.037924256631715
42,31.766660413268255
43,-3.3003288990585133
44,0.6855316314613447
45,-3.5532442173765353
46,28.01478634258577
47,-4.557174785683553
48,11.137425796429548
49,-6.369494561416407
50,38.45785082982426
0,6.447832194093432
1,16.22043003616606
2,43.68444687467369
3,42.61852145267161
4,-5.004589335536973
5,67.52876539432388
6,-8.848447900315174
7,4.66779622361931
8,2.9712733014738055
9,-17.173186724524687
10,3.1505524115497487
11,12.819256175096902
12,4.803305012994012
13,0.7970436162925884
14,-2.944702259810583
15,20.44655822430741
16,20.416243510605153
17,3.336133739632411
18,-5.21616883020215
19,-6.2823980092237734
20,-6.2759764792493415
21,33.001961755966626
22,25.340856524280753
23,-9.74517829395912
24,38.86107376634603
25,22.26288901378363
26,7.400989450919345
27,25.158756855603315
28,-1.06922115605812
29,-2.882851883138452
30,13.834339007701146
31,-4.299416526502379
32,-7.990789067472784
33,23.117099938000745
34,-8.589739882343869
35,-7.137501256693213
36,-0.974563244919106
37,1.0761986857232841
38,-3.462645281615551
39,-4.604786478049998
40,-4.247906322992397
41,-22.3713213879743
42,28.475533634756783
43,34.779716292140016
44,2.9053956277872808
45,-7.052881241994176
46,55.01001313727253
47,-3.6511084526106665
48,-3.640640381756081
49,14.821746792866483
0,18.808831825367633
1,-4.606985015698228
2,4.702961575731024
3,11.145036301248487
4,-26.062831892659233
5,-28.370081987342626
6,-51.901665187870094
7,0.3581792640261483
8,-13.354085245017208
9,28.242459926275387
10,-4.952357042971774
11,-10.089088675613311
12,9.133647319951402
13,13.769238194072386
14,-35.93607722507386
15,-29.329515408941614
16,-14.32976344991251
17,-9.566285541495745
18,-37.90790348290329
19,-44.66582363230979
20,52.474588526270814
21,-21.107684785211706
22,15.045333275528112
23,5.199563446467437
24,-25.820406553596815
25,-13.497489348424097
26,44.18898136293592
27,13.844069002288961
28,-14.98266695894775
29,-1.1695216646974889
30,43.8444385982469
31,-11.630765683889877
32,-9.422820449837369
33,-18.167285157725626
34,-14.88041778685556
35,-9.91422588469959
36,-10.60692008299687
37,-29.027371321414346
38,-14.072071211993867
39,-12.42766778375426
40,-20.2262532648471
41,-12.054788278703654
42,-32.333986747327494
43,-2.7668081159504254
44,-30.364909993825982
45,10.696273496553962
46,-12.981990001511198
47,-5.111356375190705
48,-35.384908040706854
49,-22.81983550271131
