number,tpara_masked
0,1.721138721256499
1,-3.873087398123635
2,9.270944769081392
3,-3.888811972029981
4,20.621468121572867
5,-14.068270367581002
6,-18.03254934674004
7,9.57746395771311
8,-3.4418248004739223
9,1.6701417532911162
10,-3.3546880499839227
11,11.957474220657286
12,19.13738329946042
13,2.046264129334036
14,-13.254546300029485
15,-14.857783349321428
16,-0.8911995421469866
17,13.090510930379862
18,8.124951970482167
19,-10.649677682926672
20,20.593406420461918
21,21.090645279602743
22,-3.4103061773715098
23,-1.4225865588404876
24,1.9126863056347552
25,-9.931745302714667
26,-1.9590431663716485
27,-1.1916422745680728
28,-17.649384702693805
29,20.70520479349027
30,-7.611973800252328
31,6.124067837205345
32,13.00234678772675
33,0.8422868328731659
34,6.343742387360652
35,2.3065164593087193
36,6.276448200676692
37,23.944723866238576
38,7.818521731274409
39,1.4747709226665193
40,20.34524068558649
41,-27.6829386739
42,-6.470197941207853
43,-12.384517773440434
44,-17.910380207737308
45,14.395858990475839
46,11.665555895753506
47,13.039101321299784
48,-7.622843525125602
49,1.5931126047992923
50,-22.23062320236177
0,-0.6989345398740925
1,-13.033514711935368
2,-7.638934390391332
3,16.55354812894698
4,6.844076482503135
5,6.104332841674578
6,0.45798920211836935
7,-3.844777763651598
8,18.5610488296001
9,16.54951691736844
10,14.195770846891232
11,13.643446043713706
12,13.850780275801194
13,24.295195715311547
14,15.87174579419247
15,-16.112967059377247
16,-6.654704343134199
17,-34.75095135109363
18,3.8654336357261094
19,-8.709883777176705
20,-0.25457108026532504
21,42.24904962505342
22,6.34914027525863
23,-2.029686904144775
24,-10.172158950551959
25,9.145281305907078
26,-1.7699535664266672
27,5.262161702264454
28,5.540703797003567
29,21.35552189407185
30,-21.96687473896317
31,1.5438427162187645
32,-8.158536134738336
33,-3.557280790921089
34,22.492098060587928
35,-1.9493638966402476
36,18.263731991783903
37,5.874130383755595
38,12.807554852058813
39,-2.9226680006196917
40,22.731659221619793
41,13.234359748011045
42,0.2585043948447149
43,-14.490440781434735
44,4.672153330886886
45,-3.893465796680731
46,3.1975667216902024
47,5.219149984620125
48,23.5988478470551
49,14.443995859452302
50,35.55811898423742
51,0.5161209731201983
52,18.593654714670215
53,7.332265987785105
54,-13.301871308139349
55,-9.26658753023183
56,6.59767322256736
57,-2.814823534751869
58,-22.870227983023344
59,29.024510926365956
60,-13.725455011231805
61,40.78285373607414
0,-0.222929362213041
1,15.960429883071575
2,-6.2144972953656525
3,9.411985923145913
4,29.91360074870668
5,4.6697100178452855
6,35.19801970873636
7,26.00568307200404
8,20.075484978103002
9,-2.3261232281920785
10,40.408083266272484
11,32.66111055684936
12,-2.4753750983142746
13,-5.160542413149313
14,2.301891089262897
15,1.5407577107166797
16,1.5684362450782738
17,-7.935873916856644
18,4.6249447728364945
19,20.107984676508718
20,25.37964123634824
21,5.220067999255629
22,-8.090635387984717
23,-12.756328470897172
24,7.279370324626885
25,5.916820942662459
26,7.818814369615953
27,0.8366214387933709
28,3.693512722006913
29,11.766099271847416
30,18.818510667457574
31,29.428033738238607
32,6.1917683490685675
33,30.788759920175867
34,-2.182334642215952
35,5.314375441769328
36,9.834107256918085
37,-8.423851509346774
38,11.049074281025378
39,7.061333707059491
40,-4.290372830669016
41,21.219406149881525
42,-21.240947700317953
43,-11.948907706903777
44,1.4357805479516246
45,1.3141103678477797
46,-3.430984549965985
47,21.111511024948275
48,10.007883904311004
49,-6.084940617222822
50,32.306542363113735
0,-11.529322352788329
1,-1.0483926813107152
2,-2.0810574662698818
3,-8.320852418608881
4,-4.271557889294569
5,-5.630048822208917
6,-9.432292806892479
7,13.82856400582526
8,6.936356575535127
9,5.816139504167529
10,12.010736865980325
11,-4.528155397967685
12,-16.970973663414195
13,5.721004805694621
14,8.755754343781065
15,-26.261008610493654
16,2.5019848579774955
17,-5.6859765949100085
18,17.522672728447287
19,21.69356204138627
20,5.680098695919427
21,-9.542031362583558
22,-15.039967000202772
23,-22.959659293117394
24,-14.425944850205287
25,3.218344570267685
26,-8.739068201601151
27,15.842608640597247
28,-12.715135611074402
29,-3.8098844573002886
30,-18.02179860487951
31,-3.6775316948057517
32,-13.589594634784893
33,-10.064548897995943
34,-9.06115518420039
35,4.792227553057021
36,10.46220683749484
37,3.8268450466118886
38,7.205358943241226
39,-8.781563723106148
40,26.391433631071475
41,-7.814920694110477
42,-14.603655667460515
43,0.3671262799937514
44,14.249615183288187
45,0.8504872855357664
46,28.233788508781863
47,9.719080454020615
48,10.406096264516774
49,-13.631794228398642
0,-23.65793181111384
1,6.487407088894981
2,-25.80758030324693
3,-21.745515018286216
4,-17.203561965941468
5,-17.672780736775085
6,0.4668781410859739
7,-17.70692349946625
8,-17.374126828586768
9,6.613470298149154
10,4.837028506127833
11,14.955878839899656
12,-26.193982505662706
13,10.145113424239636
14,1.7822808578776617
15,5.058129289899944
16,8.654526642662521
17,-14.223766921485618
18,-26.70557620310921
19,5.5200933865059465
20,-18.247350313876716
21,-1.884279234700528
22,-18.985546895927886
23,-5.6611629622799
24,-10.455214800915488
25,-23.573126594766546
26,-18.363400808193884
27,-10.230052722632808
28,-2.6458256820029016
29,-8.442852277383924
30,9.366981429187252
31,-24.46653661562718
32,-21.649668757317137
33,-10.403267679414007
34,-0.163396489754136
35,-22.41822651796012
36,1.2917106561326779
37,22.169592976221494
38,6.953647320502628
39,-23.34059460933017
40,-19.67002955578007
41,28.642417705105604
42,0.104515392225553
43,-29.323552277718235
44,3.3126893820660066
45,-13.105721972682138
46,5.885677262435146
47,-12.534709303435177
48,-3.9593402466085466
49,4.002544830551937
