time,year,month,trmm,anomaly,percent,category
2018-10-31,2018,10,7.6474004,-1.3065796923423907,85.40783336677555,Below
2018-11-30,2018,11,9.727329,1.602441930076317,119.72263572601524,Well above
2018-12-31,2018,12,13.685595,4.938945611762415,156.46671818791503,Well above
2019-01-31,2019,1,8.452326,-1.8477418741488307,82.06087640537618,Below
2019-02-28,2019,2,10.538262,0.3062359296452186,102.99291573876101,Above
2019-03-31,2019,3,4.043859,-5.2029376007245585,43.73253979093777,Well below
