time,year,month,trmm,anomaly,percent,category
2018-10-31,2018,10,3.2942305,0.6941077844278278,126.69519367873431,Above
2018-11-30,2018,11,2.3859231,-1.2148339483023687,66.26170785529317,Below
2018-12-31,2018,12,5.1853848,-0.7449784936993264,87.43789439129517,Normal
2019-01-31,2019,1,12.030483,7.134765046496024,245.73479836805302,Well above
2019-02-28,2019,2,16.898075,11.6240759941843,320.40345007035825,Well above
2019-03-31,2019,3,3.6467054,-1.787061503021616,67.11192183017558,Below
