time,year,month,trmm,anomaly,percent,category
2018-10-31,2018,10,6.1880527,-2.1287589997838197,74.40414562295466,Well below
2018-11-30,2018,11,6.4586034,-1.495006595907924,81.20342083607707,Below
2018-12-31,2018,12,5.7290883,-1.6300525340927097,77.84996143683543,Below
2019-01-31,2019,1,9.511141,3.154891068396517,149.63447299928396,Well above
2019-02-28,2019,2,4.586459,-1.5918543999929318,74.23480720792158,Below
2019-03-31,2019,3,7.686402,1.920433860030034,133.30635663189324,Well above
