time,year,month,trmm,anomaly,percent,category
2018-10-31,2018,10,6.5570965,3.214739797898332,196.18182924164128,Well above
2018-11-30,2018,11,1.5450667,-1.7222944026702325,47.28790785530796,Below
2018-12-31,2018,12,2.3560643,-0.5920577630044579,79.9174611358262,Below
2019-01-31,2019,1,1.0219356,-2.8905490574171866,26.1198618346816,Well below
2019-02-28,2019,2,4.348357,0.6801768009338409,118.54262132231995,Above
2019-03-31,2019,3,6.823913,3.7010175281179714,218.51236924296745,Well above
