time,year,month,trmm,anomaly,percent,category
2018-10-31,2018,10,2.5744355,-1.3985887226245004,64.79788055796736,Normal
2018-11-30,2018,11,9.8335,5.044888823912082,205.3518177787406,Well above
2018-12-31,2018,12,5.269355,-1.305241986248535,80.14719343765533,Normal
2019-01-31,2019,1,8.448872,2.7580651755990067,148.46527827218253,Above
2019-02-28,2019,2,9.4098215,4.430591215773686,188.98144800876062,Well above
2019-03-31,2019,3,16.244673,10.2691889159406,271.8553536030393,Well above
