time,year,month,trmm,anomaly,percent,category
2018-10-31,2018,10,1.5205953,0.3535678617858242,130.2964477557941,Above
2018-11-30,2018,11,1.8576845,0.0038397945400652223,100.20712600915927,Above
2018-12-31,2018,12,4.002899,1.370935555014348,152.08793720586883,Well above
2019-01-31,2019,1,0.98564845,-3.2921441581362387,23.04105277603755,Well below
2019-02-28,2019,2,4.471532,0.4131555939720286,110.18031759691682,Above
2019-03-31,2019,3,2.3132303,-2.966248821459776,43.815502123563135,Well below
